ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
1537,2019,530007,Eastern Washington nonmetropolitan area,51-9021,Crush/Grind/Polishing Machine Setters/Operators & Tenders,,22.32,18.48,22.07,26.98,46430
1538,2019,53,Washington,25-4012,Curators,223,32.18,23.42,30.15,39.1,66932
1539,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-4012,Curators,56,30.44,21.12,26.64,38.56,63311
1540,2019,42660,"Seattle-Tacoma-Bellevue, WA",25-4012,Curators,140,35.81,26.97,33.88,43.41,74487
1541,2019,44060,"Spokane-Spokane Valley, WA",25-4012,Curators,15,22.66,14.99,23.91,26.84,47133
1542,2019,53,Washington,43-4051,Customer Service Representatives,58300,20.1,15.32,18.69,23.61,41809
1543,2019,13380,"Bellingham, WA",43-4051,Customer Service Representatives,1540,18.06,14.39,17.11,20.47,37568
1544,2019,14740,"Bremerton-Silverdale, WA",43-4051,Customer Service Representatives,842,18.14,13.1,16.38,21.13,37728
1545,2019,28420,"Kennewick-Richland, WA",43-4051,Customer Service Representatives,1740,19.78,13.73,19.33,24.33,41148
1546,2019,30300,"Lewiston, ID-WA",43-4051,Customer Service Representatives,370,17.05,12.72,15.76,20.17,35476
1547,2019,31020,"Longview, WA",43-4051,Customer Service Representatives,424,18.4,12.61,16.61,22.76,38254
1548,2019,34580,"Mount Vernon-Anacortes, WA",43-4051,Customer Service Representatives,519,17.1,12.74,15.28,19.89,35557
1549,2019,36500,"Olympia-Tumwater, WA",43-4051,Customer Service Representatives,2451,18.89,15.39,18.34,20.77,39289
1550,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-4051,Customer Service Representatives,19851,19.63,14.82,18.42,23.19,40827
1551,2019,42660,"Seattle-Tacoma-Bellevue, WA",43-4051,Customer Service Representatives,38767,21.01,16.15,19.38,24.5,43699
1552,2019,44060,"Spokane-Spokane Valley, WA",43-4051,Customer Service Representatives,4921,17.88,13.52,16.85,20.71,37192
1553,2019,47460,"Walla Walla, WA",43-4051,Customer Service Representatives,210,16.59,12.4,14.69,19.34,34511
1554,2019,48300,"Wenatchee, WA",43-4051,Customer Service Representatives,390,18.5,13.5,16.38,21.73,38481
1555,2019,49420,"Yakima, WA",43-4051,Customer Service Representatives,992,18.62,14.11,17.21,21.42,38727
1556,2019,530006,Western Washington nonmetropolitan area,43-4051,Customer Service Representatives,1115,17.94,13.97,16.75,20.66,37302
1557,2019,530007,Eastern Washington nonmetropolitan area,43-4051,Customer Service Representatives,767,17.83,14.03,16.45,19.83,37089
1558,2019,53,Washington,51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",1985,21.97,16.36,19.34,24.81,45693
1559,2019,13380,"Bellingham, WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",60,21.33,16.87,21.42,24.11,44367
1560,2019,31020,"Longview, WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",15,21.9,15.84,22.12,28.53,45549
1561,2019,36500,"Olympia-Tumwater, WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",15,21.47,17.07,18.99,22.5,44660
1562,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",857,19.47,15.51,18.67,22.86,40502
1563,2019,42660,"Seattle-Tacoma-Bellevue, WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",1355,23.23,16.63,20.28,26.68,48309
1564,2019,44060,"Spokane-Spokane Valley, WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",218,17.76,14.8,16.89,18.71,36929
1565,2019,48300,"Wenatchee, WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",14,18.16,14.16,18.45,22.43,37763
1566,2019,49420,"Yakima, WA",51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",,20.43,17.63,19.3,22.56,42490
1567,2019,530006,Western Washington nonmetropolitan area,51-4031,"Cut/Punch/Press Mach Setters/Oprs/Tenders, Metal/Plastic",63,17.26,15.33,17.17,19.17,35889
1568,2019,53,Washington,51-9031,"Cutters & Trimmers, Hand",54,15,12.69,14.33,16.7,31209
1569,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9031,"Cutters & Trimmers, Hand",55,16.31,12.24,15.76,19.9,33944
1570,2019,42660,"Seattle-Tacoma-Bellevue, WA",51-9031,"Cutters & Trimmers, Hand",35,14.91,12.38,14.09,16.41,31012
1571,2019,530006,Western Washington nonmetropolitan area,51-9031,"Cutters & Trimmers, Hand",10,14.72,12.82,14.45,16.67,30625
1572,2019,53,Washington,51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,1527,19.99,16.13,18.5,22.48,41574
1573,2019,14740,"Bremerton-Silverdale, WA",51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,17,27.13,19.73,26.01,32.06,56424
1574,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,522,18.95,15.71,18.44,22.23,39424
1575,2019,42660,"Seattle-Tacoma-Bellevue, WA",51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,902,20.54,16.49,18.66,22.88,42709
1576,2019,44060,"Spokane-Spokane Valley, WA",51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,,20.01,13.48,15.54,27.91,41604
1577,2019,530007,Eastern Washington nonmetropolitan area,51-9032,Cutting & Slicing Machine Setters/Operators & Tenders,145,16.33,14.39,15.79,18.08,33969
1578,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",27-2031,Dancers,,15.04,10.33,10.87,13.55,
1579,2019,42660,"Seattle-Tacoma-Bellevue, WA",27-2031,Dancers,149,28.74,24.96,28.47,34.72,
1580,2019,53,Washington,43-9021,Data Entry Keyers,2360,19.32,15.55,18.16,22.59,40192
1581,2019,13380,"Bellingham, WA",43-9021,Data Entry Keyers,25,15.29,13.47,14.59,16.53,31805
1582,2019,14740,"Bremerton-Silverdale, WA",43-9021,Data Entry Keyers,,16.36,13.97,15.9,18.73,34020
1583,2019,28420,"Kennewick-Richland, WA",43-9021,Data Entry Keyers,72,19.64,15.36,18.84,24.03,40848
1584,2019,30300,"Lewiston, ID-WA",43-9021,Data Entry Keyers,19,18.34,14.42,16.2,21.47,38159
1585,2019,34580,"Mount Vernon-Anacortes, WA",43-9021,Data Entry Keyers,33,18.79,15.92,18.43,22.07,39069
1586,2019,36500,"Olympia-Tumwater, WA",43-9021,Data Entry Keyers,95,22.08,19.16,23.99,25.32,45924
1587,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-9021,Data Entry Keyers,1234,17.41,14.63,16.98,19.34,36208
1588,2019,42660,"Seattle-Tacoma-Bellevue, WA",43-9021,Data Entry Keyers,1680,19.63,15.88,18.24,22.48,40826
1589,2019,44060,"Spokane-Spokane Valley, WA",43-9021,Data Entry Keyers,174,16.11,12.8,15.29,18.12,33510
1590,2019,49420,"Yakima, WA",43-9021,Data Entry Keyers,39,17.06,12.78,16.54,20.14,35490
1591,2019,530006,Western Washington nonmetropolitan area,43-9021,Data Entry Keyers,64,21.39,16.98,21.86,26.89,44488
1592,2019,530007,Eastern Washington nonmetropolitan area,43-9021,Data Entry Keyers,13,15.47,12.24,15.75,18.52,32161
1593,2019,53,Washington,15-1141,Database Administrators,2081,51.22,39.92,53.33,62.75,106523
1594,2019,13380,"Bellingham, WA",15-1141,Database Administrators,14,40.13,29.3,35.79,51.07,83459
1595,2019,14740,"Bremerton-Silverdale, WA",15-1141,Database Administrators,16,45.57,41.47,46,50.52,94785
1596,2019,28420,"Kennewick-Richland, WA",15-1141,Database Administrators,15,40.95,29.62,36.03,53.94,85180
1597,2019,31020,"Longview, WA",15-1141,Database Administrators,14,39.45,28.6,36.33,50.95,82053
1598,2019,34580,"Mount Vernon-Anacortes, WA",15-1141,Database Administrators,11,42.61,34.59,38.57,47.85,88620
1599,2019,36500,"Olympia-Tumwater, WA",15-1141,Database Administrators,29,37.16,27.28,37.76,46.34,77292
1600,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1141,Database Administrators,1131,46.84,38.74,47.22,56.51,97434
1601,2019,42660,"Seattle-Tacoma-Bellevue, WA",15-1141,Database Administrators,1765,52.33,41.77,54.45,63.33,108837
1602,2019,44060,"Spokane-Spokane Valley, WA",15-1141,Database Administrators,80,41.37,27.97,38.11,55.44,86039
1603,2019,49420,"Yakima, WA",15-1141,Database Administrators,13,44.73,34,41.76,52.47,93033
1604,2019,530006,Western Washington nonmetropolitan area,15-1141,Database Administrators,15,51.39,43.02,51.02,60.25,106892
1605,2019,530007,Eastern Washington nonmetropolitan area,15-1141,Database Administrators,,53.71,41.11,52,63.17,111723
1606,2019,53,Washington,41-9011,Demonstrators & Product Promoters,3806,15.8,13.42,14.83,17.36,32867
1607,2019,14740,"Bremerton-Silverdale, WA",41-9011,Demonstrators & Product Promoters,170,22.12,14.31,20.5,31.79,46008
1608,2019,28420,"Kennewick-Richland, WA",41-9011,Demonstrators & Product Promoters,366,15.27,13.04,14.17,15.31,31769
1609,2019,36500,"Olympia-Tumwater, WA",41-9011,Demonstrators & Product Promoters,107,14.19,13.4,14.24,15.09,29511
1610,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",41-9011,Demonstrators & Product Promoters,1726,15.25,13.26,14.71,17,31717
1611,2019,42660,"Seattle-Tacoma-Bellevue, WA",41-9011,Demonstrators & Product Promoters,2102,15.8,13.65,15.55,17.93,32859
1612,2019,44060,"Spokane-Spokane Valley, WA",41-9011,Demonstrators & Product Promoters,174,13.95,12.92,13.89,14.85,29006
1613,2019,47460,"Walla Walla, WA",41-9011,Demonstrators & Product Promoters,204,16.07,13.28,14.55,16.18,33412
1614,2019,48300,"Wenatchee, WA",41-9011,Demonstrators & Product Promoters,80,15.16,12.5,13.96,15.54,31538
1615,2019,49420,"Yakima, WA",41-9011,Demonstrators & Product Promoters,,15.58,13.38,14.57,15.77,32408
1616,2019,530006,Western Washington nonmetropolitan area,41-9011,Demonstrators & Product Promoters,136,17.08,13.85,15.17,21.36,35521
1617,2019,530007,Eastern Washington nonmetropolitan area,41-9011,Demonstrators & Product Promoters,34,19.87,14.21,16.87,23.64,41333
1618,2019,53,Washington,31-9091,Dental Assistants,10511,21.67,17.86,20.97,24.86,45078
1619,2019,13380,"Bellingham, WA",31-9091,Dental Assistants,310,22.09,20,22.33,24.5,45930
1620,2019,14740,"Bremerton-Silverdale, WA",31-9091,Dental Assistants,426,21.91,18.31,20.97,24.78,45572
1621,2019,28420,"Kennewick-Richland, WA",31-9091,Dental Assistants,302,19.44,16.11,19.24,22.94,40444
1622,2019,30300,"Lewiston, ID-WA",31-9091,Dental Assistants,101,17.9,16.17,17.8,19.37,37222
1623,2019,31020,"Longview, WA",31-9091,Dental Assistants,130,18.57,15.05,18.59,21.88,38618
1624,2019,34580,"Mount Vernon-Anacortes, WA",31-9091,Dental Assistants,209,20.38,17.15,19.66,23.74,42402
1625,2019,36500,"Olympia-Tumwater, WA",31-9091,Dental Assistants,374,22.39,19.55,22.2,24.61,46569
1626,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",31-9091,Dental Assistants,3108,22.26,18.94,22.55,25.52,46311
1627,2019,42660,"Seattle-Tacoma-Bellevue, WA",31-9091,Dental Assistants,5703,22.38,18.2,21.55,25.94,46533
1628,2019,44060,"Spokane-Spokane Valley, WA",31-9091,Dental Assistants,885,20.12,17.36,19.34,22.73,41839
1629,2019,47460,"Walla Walla, WA",31-9091,Dental Assistants,84,19.91,16.84,19.34,22.88,41418
1630,2019,48300,"Wenatchee, WA",31-9091,Dental Assistants,128,21.29,17.36,19.87,25.16,44295
1631,2019,49420,"Yakima, WA",31-9091,Dental Assistants,477,19.58,16.7,18.81,22.22,40718
1632,2019,530006,Western Washington nonmetropolitan area,31-9091,Dental Assistants,386,23.03,18.93,22.71,27.96,47885
1633,2019,530007,Eastern Washington nonmetropolitan area,31-9091,Dental Assistants,269,18.12,15.13,17.79,20.93,37689
1634,2019,53,Washington,29-2021,Dental Hygienists,6010,44.36,41,45.4,49.78,92266
1635,2019,13380,"Bellingham, WA",29-2021,Dental Hygienists,246,45.21,42.84,45.62,48.4,94035
1636,2019,14740,"Bremerton-Silverdale, WA",29-2021,Dental Hygienists,184,47.37,43.65,46.97,50.3,98537
1637,2019,28420,"Kennewick-Richland, WA",29-2021,Dental Hygienists,286,39.48,35.58,43.12,47.87,82099
1638,2019,30300,"Lewiston, ID-WA",29-2021,Dental Hygienists,63,37.12,32.89,36.55,41.28,77194
1639,2019,31020,"Longview, WA",29-2021,Dental Hygienists,64,42.79,39.9,43.74,47.45,89015
1640,2019,34580,"Mount Vernon-Anacortes, WA",29-2021,Dental Hygienists,81,40.83,38.85,44.25,48.01,84917
1641,2019,36500,"Olympia-Tumwater, WA",29-2021,Dental Hygienists,264,47.97,43.49,47.19,52.08,99788
1642,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",29-2021,Dental Hygienists,2585,41.73,37.04,42.28,47.13,86799
1643,2019,42660,"Seattle-Tacoma-Bellevue, WA",29-2021,Dental Hygienists,3264,45.42,42.03,46.3,50.67,94476
1644,2019,44060,"Spokane-Spokane Valley, WA",29-2021,Dental Hygienists,410,39.55,34.71,38.67,45.52,82261
1645,2019,47460,"Walla Walla, WA",29-2021,Dental Hygienists,55,44.66,42.43,45.25,48.08,92904
1646,2019,48300,"Wenatchee, WA",29-2021,Dental Hygienists,52,49.57,44.57,50.01,56.03,103091
1647,2019,49420,"Yakima, WA",29-2021,Dental Hygienists,166,44.24,41,44.75,48.52,92014
1648,2019,530006,Western Washington nonmetropolitan area,29-2021,Dental Hygienists,281,49.81,43.68,50.17,57.76,103604
1649,2019,530007,Eastern Washington nonmetropolitan area,29-2021,Dental Hygienists,89,38.61,29.13,43.12,47.12,80304
1650,2019,53,Washington,51-9081,Dental Laboratory Technicians,687,21.49,17,20.84,24.85,44707
1651,2019,13380,"Bellingham, WA",51-9081,Dental Laboratory Technicians,,21.67,17.31,22.43,25.09,45081
1652,2019,28420,"Kennewick-Richland, WA",51-9081,Dental Laboratory Technicians,16,22.84,18.37,21.29,28.14,47509
1653,2019,31020,"Longview, WA",51-9081,Dental Laboratory Technicians,,19.01,12.87,18.16,22.88,39540
1654,2019,36500,"Olympia-Tumwater, WA",51-9081,Dental Laboratory Technicians,66,19.27,15,18.51,22.77,40087
1655,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9081,Dental Laboratory Technicians,345,19.5,14.72,18.1,23.42,40560
1656,2019,42660,"Seattle-Tacoma-Bellevue, WA",51-9081,Dental Laboratory Technicians,314,22.44,17.82,21.53,26.5,46674
1657,2019,44060,"Spokane-Spokane Valley, WA",51-9081,Dental Laboratory Technicians,82,20.65,16.45,19.85,23.68,42959
1658,2019,48300,"Wenatchee, WA",51-9081,Dental Laboratory Technicians,21,21.78,19.88,22.07,24.18,45300
1659,2019,49420,"Yakima, WA",51-9081,Dental Laboratory Technicians,28,20.78,19.13,21.23,23.19,43225
1660,2019,53,Washington,29-1029,"Dentists, All Other Specialists",92,80.9,55.17,72.92,91.15,168282
1661,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",29-1029,"Dentists, All Other Specialists",22,54.22,52.15,54.39,64.56,112771
1662,2019,42660,"Seattle-Tacoma-Bellevue, WA",29-1029,"Dentists, All Other Specialists",62,85.86,56.7,73.25,,178594
1663,2019,53,Washington,29-1021,"Dentists, General",2798,90.39,60.28,83.86,,188001
1664,2019,14740,"Bremerton-Silverdale, WA",29-1021,"Dentists, General",,113.52,86.72,100.66,,236131
1665,2019,28420,"Kennewick-Richland, WA",29-1021,"Dentists, General",87,108.08,73.26,,,224797
1666,2019,30300,"Lewiston, ID-WA",29-1021,"Dentists, General",11,112.17,78.51,,,233305
1667,2019,31020,"Longview, WA",29-1021,"Dentists, General",26,111.13,81.59,99.97,,231163
1668,2019,34580,"Mount Vernon-Anacortes, WA",29-1021,"Dentists, General",25,69.92,39.04,71.73,78.86,145417
1669,2019,36500,"Olympia-Tumwater, WA",29-1021,"Dentists, General",,122.57,90.76,,,254950
1670,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",29-1021,"Dentists, General",1135,83.38,63.62,80.36,99.59,173417
1671,2019,42660,"Seattle-Tacoma-Bellevue, WA",29-1021,"Dentists, General",1784,82.37,57.49,77.24,99.97,171339
1672,2019,44060,"Spokane-Spokane Valley, WA",29-1021,"Dentists, General",170,93.87,66.03,86.48,,195236
1673,2019,47460,"Walla Walla, WA",29-1021,"Dentists, General",24,84.93,69.75,76.59,81.95,176671
1674,2019,49420,"Yakima, WA",29-1021,"Dentists, General",84,77.27,60.73,87.91,97.36,160735
1675,2019,530006,Western Washington nonmetropolitan area,29-1021,"Dentists, General",63,120.14,81.43,,,249877
1676,2019,530007,Eastern Washington nonmetropolitan area,29-1021,"Dentists, General",66,99.17,70.1,90.62,,206275
1677,2019,53,Washington,27-1029,"Designers, All Other",269,32.41,22.36,30,38.05,67424
1678,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",27-1029,"Designers, All Other",139,28.07,20.08,24.02,35.61,58380
1679,2019,42660,"Seattle-Tacoma-Bellevue, WA",27-1029,"Designers, All Other",204,33.18,22.77,30.53,37.37,69007
1680,2019,44060,"Spokane-Spokane Valley, WA",27-1029,"Designers, All Other",,42.49,41.6,45.09,48.58,88365
1681,2019,53,Washington,43-9031,Desktop Publishers,137,22.69,12.61,20.56,30.19,47198
1682,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-9031,Desktop Publishers,196,23.31,19.04,22.78,26.39,48489
1683,2019,42660,"Seattle-Tacoma-Bellevue, WA",43-9031,Desktop Publishers,,22.67,12.58,23.34,30.84,47143
1684,2019,44060,"Spokane-Spokane Valley, WA",43-9031,Desktop Publishers,,20.25,13.45,19.01,26.1,42117
1685,2019,53,Washington,33-3021,Detectives & Criminal Investigators,2351,42.39,28.77,41.96,50.87,88175
1686,2019,13380,"Bellingham, WA",33-3021,Detectives & Criminal Investigators,287,50.55,44.75,46.07,51.33,105150
1687,2019,14740,"Bremerton-Silverdale, WA",33-3021,Detectives & Criminal Investigators,82,40.02,29.6,34.84,45.29,83241
1688,2019,28420,"Kennewick-Richland, WA",33-3021,Detectives & Criminal Investigators,55,36.45,26.72,28.78,41.69,75815
1689,2019,34580,"Mount Vernon-Anacortes, WA",33-3021,Detectives & Criminal Investigators,12,33.39,29.61,34.35,37.67,69449
1690,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",33-3021,Detectives & Criminal Investigators,467,44.67,31.16,44.8,51.55,92913
1691,2019,42660,"Seattle-Tacoma-Bellevue, WA",33-3021,Detectives & Criminal Investigators,976,46.62,29.52,46.27,61.62,96959
1692,2019,44060,"Spokane-Spokane Valley, WA",33-3021,Detectives & Criminal Investigators,354,38.92,28.31,40.06,44.95,80947
1693,2019,48300,"Wenatchee, WA",33-3021,Detectives & Criminal Investigators,32,30.67,26.72,27.38,31.39,63810
1694,2019,49420,"Yakima, WA",33-3021,Detectives & Criminal Investigators,89,40.18,27.37,34.23,55.92,83570
1695,2019,530006,Western Washington nonmetropolitan area,33-3021,Detectives & Criminal Investigators,72,42.91,38.33,42.47,44.9,89255
1696,2019,530007,Eastern Washington nonmetropolitan area,33-3021,Detectives & Criminal Investigators,68,40.02,40.05,41.42,42.48,83243
1697,2019,53,Washington,29-2032,Diagnostic Medical Sonographers,1486,43.03,38,43.64,48.41,89491
1698,2019,14740,"Bremerton-Silverdale, WA",29-2032,Diagnostic Medical Sonographers,33,43.31,40.52,44.29,47.88,90079
1699,2019,28420,"Kennewick-Richland, WA",29-2032,Diagnostic Medical Sonographers,96,44.52,36.49,42.42,48.72,92603
1700,2019,30300,"Lewiston, ID-WA",29-2032,Diagnostic Medical Sonographers,16,39.94,33.69,39.08,46.24,83077
1701,2019,31020,"Longview, WA",29-2032,Diagnostic Medical Sonographers,16,44.85,41.27,45.17,49.08,93275
1702,2019,34580,"Mount Vernon-Anacortes, WA",29-2032,Diagnostic Medical Sonographers,24,44.01,39.75,44.22,48.48,91550
1703,2019,36500,"Olympia-Tumwater, WA",29-2032,Diagnostic Medical Sonographers,70,42.01,36.75,42.18,47.32,87374
1704,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",29-2032,Diagnostic Medical Sonographers,610,43.29,38.98,44.59,49.14,90041
1705,2019,42660,"Seattle-Tacoma-Bellevue, WA",29-2032,Diagnostic Medical Sonographers,742,44,39.72,44.45,48.87,91522
1706,2019,44060,"Spokane-Spokane Valley, WA",29-2032,Diagnostic Medical Sonographers,210,41.05,34.62,41.71,47.52,85382
1707,2019,48300,"Wenatchee, WA",29-2032,Diagnostic Medical Sonographers,33,42.89,37.56,43.33,48.23,89219
1708,2019,49420,"Yakima, WA",29-2032,Diagnostic Medical Sonographers,37,41.98,35.07,40.44,47.02,87313
1709,2019,530006,Western Washington nonmetropolitan area,29-2032,Diagnostic Medical Sonographers,75,38.28,33.74,41.97,47.58,79606
1710,2019,530007,Eastern Washington nonmetropolitan area,29-2032,Diagnostic Medical Sonographers,32,40.11,34.95,40.92,46.09,83417
1711,2019,53,Washington,29-2051,Dietetic Technicians,486,18.79,12.35,17.73,24.11,39077
1712,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",29-2051,Dietetic Technicians,83,21.74,20.52,22.19,23.85,45215
1713,2019,42660,"Seattle-Tacoma-Bellevue, WA",29-2051,Dietetic Technicians,308,19.86,12.55,20.31,25.43,41310
1714,2019,44060,"Spokane-Spokane Valley, WA",29-2051,Dietetic Technicians,76,15.75,12.08,12.45,20.38,32768
1715,2019,53,Washington,29-1031,Dietitians & Nutritionists,1452,31.84,26.31,31.09,37.26,66240
1716,2019,13380,"Bellingham, WA",29-1031,Dietitians & Nutritionists,42,35.66,31.73,35.5,39.06,74170
1717,2019,14740,"Bremerton-Silverdale, WA",29-1031,Dietitians & Nutritionists,20,29.83,25.95,30.26,35.51,62056
1718,2019,28420,"Kennewick-Richland, WA",29-1031,Dietitians & Nutritionists,27,32.05,27.61,29.88,33.96,66667
1719,2019,30300,"Lewiston, ID-WA",29-1031,Dietitians & Nutritionists,11,23.68,20.33,23.5,28.88,49255
1720,2019,31020,"Longview, WA",29-1031,Dietitians & Nutritionists,19,35.26,29.13,34.28,40.48,73354
1721,2019,34580,"Mount Vernon-Anacortes, WA",29-1031,Dietitians & Nutritionists,26,28.09,21.07,28.35,34.5,58438
1722,2019,36500,"Olympia-Tumwater, WA",29-1031,Dietitians & Nutritionists,31,31.4,26.04,29.84,36.29,65316
1723,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",29-1031,Dietitians & Nutritionists,356,35.53,29.22,34.87,41.76,73901
1724,2019,42660,"Seattle-Tacoma-Bellevue, WA",29-1031,Dietitians & Nutritionists,891,33.07,26.93,32.21,38.18,68782
1725,2019,44060,"Spokane-Spokane Valley, WA",29-1031,Dietitians & Nutritionists,142,28.68,24.5,28.48,32.27,59658
1726,2019,47460,"Walla Walla, WA",29-1031,Dietitians & Nutritionists,15,31.33,25.65,31.27,38.93,65152
1727,2019,48300,"Wenatchee, WA",29-1031,Dietitians & Nutritionists,27,33.04,28.39,32.31,37.04,68704
1728,2019,49420,"Yakima, WA",29-1031,Dietitians & Nutritionists,44,26.99,20.47,27.28,31.79,56139
1729,2019,530006,Western Washington nonmetropolitan area,29-1031,Dietitians & Nutritionists,64,30.53,26.17,31.89,36.22,63507
1730,2019,530007,Eastern Washington nonmetropolitan area,29-1031,Dietitians & Nutritionists,49,22.2,12.27,24.52,29.03,46177
1731,2019,53,Washington,35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,9429,13.8,12.13,12.48,14.29,28698
1732,2019,13380,"Bellingham, WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,204,13.32,12.05,12.26,13,27704
1733,2019,14740,"Bremerton-Silverdale, WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,418,12.64,12.16,12.47,12.83,26304
1734,2019,28420,"Kennewick-Richland, WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,,12.86,12.1,12.37,12.71,26757
1735,2019,31020,"Longview, WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,,12.35,12.04,12.21,12.39,25693
1736,2019,34580,"Mount Vernon-Anacortes, WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,224,12.46,11.97,12.07,12.29,25911
1737,2019,36500,"Olympia-Tumwater, WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,275,14.81,12.19,12.95,17.98,30797
1738,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,3141,12.59,11.16,11.93,12.81,26190
1739,2019,42660,"Seattle-Tacoma-Bellevue, WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,5826,14.21,12.16,12.53,16.21,29567
1740,2019,44060,"Spokane-Spokane Valley, WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,613,12.56,12.05,12.31,12.62,26128
1741,2019,47460,"Walla Walla, WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,82,12.73,12.1,12.3,12.98,26475
1742,2019,48300,"Wenatchee, WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,162,12.79,12.05,12.41,13.06,26608
1743,2019,49420,"Yakima, WA",35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,195,13.9,12.23,12.65,14.85,28925
1744,2019,530006,Western Washington nonmetropolitan area,35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,583,13.84,12.31,12.84,14.57,28795
1745,2019,530007,Eastern Washington nonmetropolitan area,35-9011,Dining Room & Cafeteria Attendants & Bartender Helpers,296,12.61,12.16,12.44,12.74,26228
1746,2019,53,Washington,21-2021,"Directors, Religious Activities & Education",108,25.57,21.8,25.59,28.99,53172
1747,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",21-2021,"Directors, Religious Activities & Education",1022,16.39,10.33,15.11,20,34100
1748,2019,42660,"Seattle-Tacoma-Bellevue, WA",21-2021,"Directors, Religious Activities & Education",73,27.3,24.48,26.88,29.53,56787
1749,2019,53,Washington,35-9021,Dishwashers,12525,13.7,12.14,12.71,14.94,28493
1750,2019,13380,"Bellingham, WA",35-9021,Dishwashers,311,13.09,12.1,12.37,13.2,27229
1751,2019,14740,"Bremerton-Silverdale, WA",35-9021,Dishwashers,426,12.55,12.05,12.32,12.71,26108
1752,2019,28420,"Kennewick-Richland, WA",35-9021,Dishwashers,473,12.75,12.11,12.35,12.75,26520
1753,2019,30300,"Lewiston, ID-WA",35-9021,Dishwashers,39,10.58,9.2,10.5,11.99,21995
1754,2019,31020,"Longview, WA",35-9021,Dishwashers,223,12.65,12.07,12.37,12.89,26326
1755,2019,34580,"Mount Vernon-Anacortes, WA",35-9021,Dishwashers,256,12.69,12.03,12.24,12.72,26407
1756,2019,36500,"Olympia-Tumwater, WA",35-9021,Dishwashers,310,12.65,12.1,12.34,12.75,26313
1757,2019,38900,"Portland-Vancouver-Hillsboro, OR-WA",35-9021,Dishwashers,4513,12.83,11.49,12.29,13.6,26684
1758,2019,42660,"Seattle-Tacoma-Bellevue, WA",35-9021,Dishwashers,7759,14.25,12.23,13.5,15.99,29653
1759,2019,44060,"Spokane-Spokane Valley, WA",35-9021,Dishwashers,803,12.51,12.08,12.31,12.66,26023
